Zeit;Kanal A
(s);(V)

-2,4728499;1,407173
-2,4727999;1,407173
-2,4727499;1,407173
-2,4726999;1,407173
-2,4726499;1,407173
-2,4725999;1,407173
-2,4725499;1,454078
-2,4724999;1,407173
-2,4724499;1,407173
-2,4723999;1,454078
-2,4723499;1,407173
-2,4722999;1,407173
-2,4722499;1,407173
-2,4721999;1,454078
-2,4721499;1,407173
-2,4720999;1,454078
-2,4720499;1,407173
-2,4719999;1,454078
-2,4719499;1,407173
-2,4718999;1,407173
-2,4718499;1,407173
-2,4717999;1,407173
-2,4717499;1,407173
-2,4716999;1,407173
-2,4716499;1,407173
-2,4715999;1,407173
-2,4715499;1,407173
-2,4714999;1,407173
-2,4714499;1,407173
-2,4713999;1,407173
-2,4713499;1,407173
-2,4712999;1,407173
-2,4712499;1,407173
-2,4711999;1,407173
-2,4711499;1,407173
-2,4710999;1,407173
-2,4710499;1,407173
-2,4709999;1,407173
-2,4709499;1,407173
-2,4708999;1,407173
-2,4708499;1,407173
-2,4707999;1,407173
-2,4707499;1,407173
-2,4706999;1,407173
-2,4706499;1,407173
-2,4705999;1,454078
-2,4705499;1,407173
-2,4704999;1,407173
-2,4704499;1,407173
-2,4703999;1,407173
-2,4703499;1,407173
-2,4702999;1,407173
-2,4702499;1,407173
-2,4701999;1,407173
-2,4701499;1,407173
-2,4700999;1,407173
-2,4700499;1,407173
-2,4699999;1,407173
-2,4699499;1,407173
-2,4698999;1,407173
-2,4698499;1,407173
-2,4697999;1,407173
-2,4697499;1,407173
-2,4696999;1,407173
-2,4696499;1,407173
-2,4695999;1,407173
-2,4695499;1,407173
-2,4694999;1,407173
-2,4694499;1,454078
-2,4693999;1,407173
-2,4693499;1,407173
-2,4692999;1,407173
-2,4692499;1,360267
-2,4691999;1,407173
-2,4691499;1,407173
-2,4690999;1,407173
-2,4690499;1,407173
-2,4689999;1,407173
-2,4689499;1,407173
-2,4688999;1,407173
-2,4688499;1,407173
-2,4687999;1,407173
-2,4687499;1,407173
-2,4686999;1,407173
-2,4686499;1,407173
-2,4685999;1,407173
-2,4685499;1,454078
-2,4684999;1,407173
-2,4684499;1,407173
-2,4683999;1,454078
-2,4683499;1,407173
-2,4682999;1,407173
-2,4682499;1,454078
-2,4681999;1,407173
-2,4681499;1,407173
-2,4680999;1,454078
-2,4680499;1,407173
-2,4679999;1,454078
-2,4679499;1,407173
-2,4678999;1,407173
-2,4678499;1,407173
-2,4677999;1,407173
-2,4677499;1,454078
-2,4676999;1,407173
-2,4676499;1,360267
-2,4675999;1,407173
-2,4675499;1,407173
-2,4674999;1,407173
-2,4674499;1,407173
-2,4673999;1,407173
-2,4673499;1,407173
-2,4672999;1,407173
-2,4672499;1,407173
-2,4671999;1,454078
-2,4671499;1,407173
-2,4670999;1,407173
-2,4670499;1,407173
-2,4669999;1,454078
-2,4669499;1,407173
-2,4668999;1,407173
-2,4668499;1,407173
-2,4667999;1,407173
-2,4667499;1,407173
-2,4666999;1,454078
-2,4666499;1,407173
-2,4665999;1,454078
-2,4665499;1,407173
-2,4664999;1,407173
-2,4664499;1,407173
-2,4663999;1,407173
-2,4663499;1,407173
-2,4662999;1,407173
-2,4662499;1,407173
-2,4661999;1,407173
-2,4661499;1,407173
-2,4660999;1,454078
-2,4660499;1,407173
-2,4659999;1,407173
-2,4659499;1,407173
-2,4658999;1,407173
-2,4658499;1,407173
-2,4657999;1,407173
-2,4657499;1,454078
-2,4656999;1,407173
-2,4656499;1,407173
-2,4655999;1,407173
-2,4655499;1,407173
-2,4654999;1,407173
-2,4654499;1,407173
-2,4653999;1,407173
-2,4653499;1,407173
-2,4652999;1,407173
-2,4652499;1,407173
-2,4651999;1,407173
-2,4651499;1,407173
-2,4650999;1,407173
-2,4650499;1,407173
-2,4649999;1,407173
-2,4649499;1,454078
-2,4648999;1,454078
-2,4648499;1,454078
-2,4647999;1,407173
-2,4647499;1,407173
-2,4646999;1,407173
-2,4646499;1,407173
-2,4645999;1,407173
-2,4645499;1,407173
-2,4644999;1,407173
-2,4644499;1,407173
-2,4643999;1,407173
-2,4643499;1,407173
-2,4642999;1,454078
-2,4642499;1,407173
-2,4641999;1,407173
-2,4641499;1,407173
-2,4640999;1,407173
-2,4640499;1,407173
-2,4639999;1,407173
-2,4639499;1,407173
-2,4638999;1,407173
-2,4638499;1,407173
-2,4637999;1,407173
-2,4637499;1,454078
-2,4636999;1,407173
-2,4636499;1,454078
-2,4635999;1,407173
-2,4635499;1,407173
-2,4634999;1,407173
-2,4634499;1,407173
-2,4633999;1,407173
-2,4633499;1,407173
-2,4632999;1,407173
-2,4632499;1,407173
-2,4631999;1,407173
-2,4631499;1,407173
-2,4630999;1,407173
-2,4630499;1,407173
-2,4629999;1,407173
-2,4629499;1,407173
-2,4628999;1,454078
-2,4628499;1,407173
-2,4627999;1,407173
-2,4627499;1,407173
-2,4626999;1,407173
-2,4626499;1,407173
-2,4625999;1,407173
-2,4625499;1,407173
-2,4624999;1,407173
-2,4624499;1,407173
-2,4623999;1,407173
-2,4623499;1,407173
-2,4622999;1,407173
-2,4622499;1,407173
-2,4621999;1,407173
-2,4621499;1,407173
-2,4620999;1,407173
-2,4620499;1,407173
-2,4619999;1,454078
-2,4619499;1,407173
-2,4618999;1,407173
-2,4618499;1,454078
-2,4617999;1,407173
-2,4617499;1,407173
-2,4616999;1,407173
-2,4616499;1,407173
-2,4615999;1,407173
-2,4615499;1,407173
-2,4614999;1,407173
-2,4614499;1,407173
-2,4613999;1,407173
-2,4613499;1,407173
-2,4612999;1,407173
-2,4612499;1,407173
-2,4611999;1,407173
-2,4611499;1,407173
-2,4610999;1,407173
-2,4610499;1,407173
-2,4609999;1,407173
-2,4609499;1,407173
-2,4608999;1,454078
-2,4608499;1,407173
-2,4607999;1,407173
-2,4607499;1,407173
-2,4606999;1,407173
-2,4606499;1,407173
-2,4605999;1,407173
-2,4605499;1,407173
-2,4604999;1,407173
-2,4604499;1,407173
-2,4603999;1,407173
-2,4603499;1,407173
