Zeit;Kanal A
(ms);(mV)

-22,21166579;2,40957200
-22,20666579;1,66830700
-22,20166579;1,48314500
-22,19666579;0,37032480
-22,19166579;0,92642710
-22,18666579;0,74126480
-22,18166579;0,74126480
-22,17666579;0,00000000
-22,17166579;0,18516240
-22,16666579;0,55610230
-22,16166579;0,74126480
-22,15666579;0,37032480
-22,15166579;0,55610230
-22,14666579;1,11220500
-22,14166579;1,66830700
-22,13666579;0,37032480
-22,13166579;0,37032480
-22,12666579;1,11220500
-22,12166579;0,55610230
-22,11666579;1,29736700
-22,11166579;0,00000000
-22,10666579;0,55610230
-22,10166579;0,18516240
-22,09666579;-0,37032480
-22,09166579;0,74126480
-22,08666579;0,00000000
-22,08166579;0,18516240
-22,07666579;-0,37032480
-22,07166579;-0,37032480
-22,06666579;0,00000000
-22,06166579;0,55610230
-22,05666579;0,55610230
-22,05166579;0,00000000
-22,04666579;0,55610230
-22,04166579;0,37032480
-22,03666579;0,74126480
-22,03166579;0,18516240
-22,02666579;0,37032480
-22,02166579;0,37032480
-22,01666579;0,00000000
-22,01166579;0,18516240
-22,00666579;0,18516240
-22,00166579;0,18516240
-21,99666579;-0,18516240
-21,99166579;0,00000000
-21,98666579;0,00000000
-21,98166579;0,00000000
-21,97666579;-0,18516240
-21,97166580;0,00000000
-21,96666580;-0,37032480
-21,96166580;-0,74126480
-21,95666580;0,00000000
-21,95166580;-0,18516240
-21,94666580;0,00000000
-21,94166580;-0,37032480
-21,93666580;-0,92642710
-21,93166580;-0,37032480
-21,92666580;-0,55610230
-21,92166580;-0,74126480
-21,91666580;-0,92642710
-21,91166580;-1,11220500
-21,90666580;-1,29736700
-21,90166580;-1,66830700
-21,89666580;-2,22440900
-21,89166580;-2,22440900
-21,88666580;-2,59534900
-21,88166580;-3,70755400
-21,87666580;-3,70755400
-21,87166580;-4,44943400
-21,86666580;-4,07849400
-21,86166580;-5,00553600
-21,85666580;-5,00553600
-21,85166580;-4,63459600
-21,84666580;-4,07849400
-21,84166580;-4,07849400
-21,83666580;-3,15145200
-21,83166580;-2,59534900
-21,82666580;-2,22440900
-21,82166580;-1,11220500
-21,81666580;-1,11220500
-21,81166580;0,18516240
-21,80666580;-0,18516240
-21,80166580;-0,18516240
-21,79666580;0,00000000
-21,79166580;0,00000000
-21,78666580;-0,18516240
-21,78166580;-0,37032480
-21,77666580;-0,37032480
-21,77166580;0,00000000
-21,76666580;-1,29736700
-21,76166580;-0,74126480
-21,75666580;-0,55610230
-21,75166580;0,00000000
-21,74666580;-0,37032480
-21,74166580;0,18516240
-21,73666580;0,74126480
-21,73166580;0,92642710
-21,72666580;1,11220500
-21,72166580;1,85346900
-21,71666580;1,66830700
-21,71166580;2,22440900
-21,70666580;2,22440900
-21,70166580;2,40957200
-21,69666580;3,33661400
-21,69166580;2,59534900
-21,68666580;2,59534900
-21,68166580;2,40957200
-21,67666580;2,03924700
-21,67166580;0,37032480
-21,66666580;1,11220500
-21,66166580;0,18516240
-21,65666580;0,55610230
-21,65166580;0,18516240
-21,64666580;-0,18516240
-21,64166580;-0,18516240
-21,63666580;0,18516240
-21,63166580;0,55610230
-21,62666580;1,11220500
-21,62166580;1,11220500
-21,61666580;1,66830700
-21,61166580;1,66830700
-21,60666580;1,85346900
-21,60166580;2,03924700
-21,59666580;1,66830700
-21,59166580;2,03924700
-21,58666580;1,48314500
-21,58166580;1,85346900
-21,57666581;1,66830700
-21,57166581;1,85346900
-21,56666581;2,40957200
-21,56166581;2,59534900
-21,55666581;3,33661400
-21,55166581;2,59534900
-21,54666581;3,33661400
-21,54166581;3,33661400
-21,53666581;3,89271600
-21,53166581;3,89271600
-21,52666581;4,44943400
-21,52166581;4,44943400
-21,51666581;4,44943400
-21,51166581;4,26365700
-21,50666581;4,26365700
-21,50166581;3,89271600
-21,49666581;2,96628900
-21,49166581;2,40957200
-21,48666581;2,59534900
-21,48166581;1,85346900
-21,47666581;0,92642710
-21,47166581;1,29736700
-21,46666581;1,11220500
-21,46166581;1,11220500
-21,45666581;0,92642710
-21,45166581;1,11220500
-21,44666581;0,92642710
-21,44166581;1,48314500
-21,43666581;1,29736700
-21,43166581;1,11220500
-21,42666581;1,11220500
-21,42166581;1,48314500
-21,41666581;1,11220500
-21,41166581;0,92642710
-21,40666581;0,37032480
-21,40166581;0,74126480
-21,39666581;0,37032480
-21,39166581;0,74126480
-21,38666581;0,18516240
-21,38166581;-0,37032480
-21,37666581;0,18516240
-21,37166581;-0,37032480
-21,36666581;-0,37032480
-21,36166581;-0,37032480
-21,35666581;-0,37032480
