# Frequenz: 1750 Hz
# Abtastrate: 7000 Samples/s
# Abtastpunkt, Wert
196, 3100
197, 1984
198, 984
199, 2108
200, 3098
201, 1974
202, 992
203, 2120
204, 3100
205, 1956
206, 990
207, 2136
208, 3100
209, 1944
210, 990
211, 2150
212, 3096
213, 1930
214, 992
215, 2162
216, 3094
217, 1914
218, 994
219, 2178
220, 3092
221, 1902
222, 996
223, 2190
224, 3090
225, 1890
226, 998
227, 2208
228, 3088
229, 1870
230, 998
231, 2220
232, 3088
233, 1860
234, 1002
235, 2238
236, 3084
237, 1842
238, 1006
239, 2248
240, 3080
241, 1830
242, 1006
243, 2260
244, 3078
245, 1814
246, 1012
247, 2276
248, 3074
249, 1802
250, 1016
251, 2288
252, 3072
253, 1786
254, 1018
255, 2304
256, 3068
257, 1774
258, 1020
259, 2316
260, 3066
261, 1762
262, 1024
263, 2328
264, 3060
265, 1744
266, 1028
267, 2346
268, 3058
269, 1734
270, 1030
271, 2358
272, 3054
273, 1722
274, 1036
275, 2374
276, 3048
277, 1704
278, 1040
279, 2386
280, 3044
281, 1694
282, 1046
283, 2396
284, 3042
285, 1676
286, 1052
287, 2414
288, 3034
289, 1666
290, 1054
291, 2424
292, 3030
293, 1650
294, 1062
295, 2440
296, 3024
297, 1640
298, 1066
299, 2450
300, 3018
301, 1624
302, 1072
303, 2466
304, 3012
305, 1614
306, 1078
307, 2476
308, 3006
309, 1598
310, 1084
311, 2492
312, 3000
313, 1588
314, 1090
315, 2504
316, 2996
317, 1576
318, 1094
319, 2518
320, 2988
321, 1560
322, 1106
323, 2530
324, 2982
325, 1550
326, 1102
327, 2540
328, 2976
329, 1534
330, 1118
331, 2556
332, 2968
333, 1524
334, 1116
335, 2564
336, 2962
337, 1510
338, 1130
339, 2580
340, 2952
341, 1500
342, 1136
343, 2590
344, 2948
345, 1490
346, 1146
347, 2604
348, 2936
349, 1474
350, 1152
351, 2616
352, 2932
353, 1464
354, 1158
355, 2628
356, 2922
357, 1450
358, 1166
359, 2638
360, 2916
361, 1440
362, 1178
363, 2650
364, 2908
365, 1430
366, 1186
367, 2664
368, 2898
369, 1414
370, 1192
371, 2674
372, 2894
373, 1406
374, 1200
375, 2684
376, 2882
377, 1392
378, 1210
379, 2698
380, 2872
381, 1382
382, 1218
383, 2706
384, 2866
385, 1372
386, 1226
387, 2720
388, 2854
389, 1358
390, 1238
391, 2730
392, 2846
393, 1350
394, 1246
395, 2740
396, 2838
397, 1340
398, 1258
399, 2752
400, 2826
401, 1328
402, 1266
403, 2762
404, 2818
405, 1318
406, 1274
407, 2770
408, 2804
409, 1306
410, 1286
411, 2782
412, 2796
413, 1298
414, 1294
415, 2790
416, 2786
417, 1288
418, 1302
419, 2800
420, 2774
421, 1276
422, 1316
423, 2816
424, 2764
425, 1268
426, 1324
427, 2822
428, 2758
429, 1260
430, 1334
431, 2832
432, 2744
433, 1248
434, 1346
435, 2842
436, 2734
437, 1240
438, 1356
439, 2854
440, 2720
441, 1230
442, 1364
443, 2862
444, 2712
445, 1222
446, 1378
447, 2868
448, 2700
449, 1214
450, 1392
451, 2880
452, 2688
453, 1204
454, 1402
455, 2886
456, 2678
457, 1196
458, 1412
459, 2894
460, 2664
461, 1184
462, 1426
463, 2906
464, 2654
465, 1178
466, 1436
467, 2912
468, 2644
469, 1172
470, 1446
471, 2922
472, 2630
473, 1162
474, 1456
475, 2930
476, 2620
477, 1156
478, 1474
479, 2934
480, 2610
481, 1148
482, 1486
483, 2946
484, 2592
485, 1138
486, 1496
487, 2952
488, 2584
489, 1134
490, 1506
491, 2958
492, 2570
493, 1124
494, 1516
495, 2966
496, 2558
497, 1118
498, 1532
499, 2972
500, 2548
501, 1112
502, 1548
503, 2980
504, 2534
505, 1104
506, 1558
507, 2986
508, 2522
509, 1098
510, 1570
511, 2992
512, 2512
513, 1090
514, 1586
515, 3000
516, 2494
517, 1084
518, 1596
519, 3004
520, 2484
521, 1080
522, 1606
523, 3010
524, 2468
525, 1072
526, 1618
527, 3016
528, 2456
529, 1068
530, 1636
531, 3020
532, 2446
533, 1062
534, 1650
535, 3028
536, 2428
537, 1058
538, 1662
539, 3032
540, 2416
541, 1052
542, 1674
543, 3036
544, 2402
545, 1046
546, 1690
547, 3042
548, 2390
549, 1042
550, 1700
551, 3046
552, 2378
553, 1038
554, 1714
555, 3050
556, 2360
557, 1032
558, 1730
559, 3054
560, 2352
561, 1028
562, 1742
563, 3060
564, 2336
565, 1024
566, 1756
567, 3062
568, 2324
569, 1022
570, 1770
571, 3066
572, 2306
573, 1018
574, 1786
575, 3072
576, 2294
577, 1014
578, 1798
579, 3074
580, 2274
581, 1012
582, 1810
583, 3074
584, 2264
585, 1008
586, 1826
587, 3080
588, 2252
589, 1004
590, 1838
591, 3082
592, 2242
593, 1002
594, 1854
595, 3086
596, 2224
597, 1000
598, 1868
599, 3088
600, 2212
601, 998
602, 1882
603, 3090
604, 2196
605, 996
606, 1898
607, 3092
608, 2182
609, 994
610, 1910
611, 3094
612, 2170
613, 990
614, 1928
615, 3096
616, 2154
617, 990
618, 1940
619, 3096
620, 2142
621, 990
622, 1956
623, 3098
624, 2126
625, 988
626, 1968
627, 3098
628, 2114
629, 988
630, 1984
631, 3100
632, 2096
633, 986
634, 1996
635, 3100
636, 2084
637, 986
638, 2010
639, 3100
640, 2072
641, 984
642, 2026
643, 3102
644, 2054
645, 984
646, 2034
647, 3102
648, 2044
649, 986
650, 2054
651, 3102
652, 2026
653, 986
654, 2068
655, 3102
656, 2014
657, 984
658, 2084
659, 3100
660, 1998
661, 986
662, 2096
663, 3100
664, 1984
665, 986
666, 2108
667, 3098
668, 1968
669, 988
670, 2126
671, 3098
672, 1958
673, 990
674, 2136
675, 3098
676, 1940
677, 990
678, 2158
679, 3094
680, 1928
681, 992
682, 2166
683, 3094
684, 1912
685, 994
686, 2182
687, 3092
688, 1900
689, 996
690, 2194
691, 3090
692, 1888
693, 998
694, 2210
695, 3088
696, 1868
697, 1000
698, 2224
699, 3086
700, 1856
701, 1002
702, 2236
703, 3082
704, 1840
705, 1006
706, 2250
707, 3080
708, 1828
709, 1008
710, 2264
711, 3078
712, 1814
713, 1012
714, 2280
715, 3074
716, 1802
717, 1014
718, 2292
719, 3072
720, 1788
721, 1018
722, 2304
723, 3066
724, 1770
725, 1022
726, 2322
727, 3064
728, 1758
729, 1024
730, 2332
731, 3060
732, 1746
733, 1028
734, 2346
735, 3054
736, 1730
737, 1034
738, 2360
739, 3052
740, 1718
741, 1036
742, 2374
743, 3048
744, 1706
745, 1042
746, 2390
747, 3042
748, 1690
749, 1046
750, 2402
751, 3038
752, 1680
753, 1050
754, 2414
755, 3034
756, 1662
757, 1056
758, 2432
759, 3026
760, 1650
761, 1062
762, 2442
763, 3022
764, 1638
765, 1068
766, 2456
767, 3016
768, 1624
769, 1072
770, 2468
771, 3012
772, 1612
773, 1078
774, 2480
775, 3004
776, 1596
777, 1086
778, 2498
779, 3000
780, 1586
781, 1090
782, 2504
783, 2994
784, 1574
785, 1098
786, 2520
787, 2986
788, 1562
789, 1104
790, 2532
791, 2980
792, 1546
793, 1110
794, 2544
795, 2974
796, 1536
797, 1118
798, 2560
799, 2966
800, 1522
801, 1124
802, 2570
803, 2960
804, 1510
805, 1130
806, 2582
807, 2952
808, 1498
809, 1136
810, 2596
811, 2946
812, 1484
813, 1146
814, 2606
815, 2936
816, 1466
817, 1152
818, 2616
819, 2928
820, 1460
821, 1162
822, 2630
823, 2922
824, 1450
825, 1168
826, 2640
827, 2914
828, 1440
829, 1178
830, 2654
831, 2904
832, 1424
833, 1184
834, 2664
835, 2898
836, 1416
837, 1196
838, 2678
839, 2888
840, 1402
841, 1202
842, 2688
843, 2880
844, 1394
845, 1214
846, 2700
847, 2870
848, 1380
849, 1220
850, 2710
851, 2864
852, 1370
853, 1228
854, 2720
855, 2852
856, 1358
857, 1238
858, 2732
859, 2844
860, 1348
861, 1246
862, 2740
863, 2832
864, 1336
865, 1258
866, 2754
867, 2824
868, 1326
869, 1266
870, 2764
871, 2818
872, 1314
873, 1278
874, 2776
875, 2804
876, 1306
877, 1284
878, 2786
879, 2796
880, 1298
881, 1298
882, 2796
883, 2782
884, 1284
885, 1306
886, 2804
887, 2774
888, 1278
889, 1314
890, 2818
891, 2762
892, 1266
893, 1326
894, 2826
895, 2752
896, 1258
897, 1336
898, 2834
899, 2740
900, 1246
901, 1348
902, 2844
903, 2732
904, 1238
905, 1358
906, 2854
907, 2720
908, 1230
909, 1372
910, 2864
911, 2708
912, 1218
913, 1382
914, 2872
915, 2698
916, 1202
917, 1390
918, 2880
919, 2688
920, 1200
921, 1406
922, 2890
923, 2674
924, 1194
925, 1414
926, 2890
927, 2666
928, 1186
929, 1424
930, 2906
931, 2652
932, 1172
933, 1438
934, 2914
935, 2642
936, 1170
937, 1448
938, 2922
939, 2626
940, 1160
941, 1462
942, 2930
943, 2616
944, 1154
945, 1472
946, 2938
947, 2608
948, 1144
949, 1488
950, 2946
951, 2592
952, 1138
953, 1498
954, 2952
955, 2582
956, 1132
957, 1510
958, 2960
959, 2566
960, 1124
961, 1524
962, 2966
963, 2556
964, 1118
965, 1534
966, 2974
967, 2544
968, 1110
969, 1546
970, 2982
971, 2530
972, 1102
973, 1560
974, 2986
975, 2518
976, 1098
977, 1572
978, 2994
979, 2506
980, 1092
981, 1588
982, 3002
983, 2492
984, 1088
985, 1598
986, 3006
987, 2480
988, 1078
989, 1610
990, 3010
991, 2468
992, 1074
993, 1626
994, 3018
995, 2454
996, 1068
997, 1636
998, 3022
999, 2442
