# Frequenz: 2500 Hz
# Abtastrate: 7000 Samples/s
# Abtastpunkt, Wert
164, 3000
165, 1090
166, 2286
167, 2690
168, 990
169, 2720
170, 2252
171, 1102
172, 3012
173, 1768
174, 1418
175, 3100
176, 1342
177, 1870
178, 2964
179, 1060
180, 2352
181, 2634
182, 990
183, 2770
184, 2184
185, 1138
186, 3038
187, 1700
188, 1478
189, 3094
190, 1286
191, 1942
192, 2930
193, 1036
194, 2422
195, 2574
196, 996
197, 2822
198, 2106
199, 1176
200, 3058
201, 1630
202, 1542
203, 3082
204, 1240
205, 2012
206, 2888
207, 1018
208, 2486
209, 2512
210, 1010
211, 2868
212, 2044
213, 1220
214, 3078
215, 1570
216, 1602
217, 3070
218, 1194
219, 2084
220, 2842
221, 1002
222, 2552
223, 2446
224, 1024
225, 2914
226, 1970
227, 1268
228, 3090
229, 1506
230, 1668
231, 3048
232, 1156
233, 2150
234, 2796
235, 992
236, 2612
237, 2378
238, 1050
239, 2952
240, 1898
241, 1318
242, 3098
243, 1444
244, 1738
245, 3024
246, 1118
247, 2222
248, 2742
249, 986
250, 2668
251, 2314
252, 1076
253, 2984
254, 1830
255, 1374
256, 3102
257, 1386
258, 1808
259, 2994
260, 1084
261, 2292
262, 2686
263, 986
264, 2728
265, 2246
266, 1108
267, 3014
268, 1754
269, 1428
270, 3100
271, 1332
272, 1878
273, 2962
274, 1058
275, 2360
276, 2630
277, 990
278, 2776
279, 2176
280, 1142
281, 3042
282, 1688
283, 1488
284, 3094
285, 1280
286, 1952
287, 2924
288, 1032
289, 2428
290, 2568
291, 998
292, 2828
293, 2104
294, 1182
295, 3062
296, 1626
297, 1546
298, 3084
299, 1230
300, 2022
301, 2882
302, 1012
303, 2494
304, 2504
305, 1012
306, 2874
307, 2034
308, 1226
309, 3080
310, 1562
311, 1610
312, 3066
313, 1188
314, 2094
315, 2836
316, 994
317, 2558
318, 2440
319, 1030
320, 2918
321, 1962
322, 1274
323, 3092
324, 1500
325, 1676
326, 3046
327, 1148
328, 2164
329, 2786
330, 990
331, 2618
332, 2374
333, 1052
334, 2954
335, 1894
336, 1322
337, 3098
338, 1436
339, 1748
340, 3020
341, 1112
342, 2232
343, 2734
344, 986
345, 2676
346, 2304
347, 1078
348, 2988
349, 1822
350, 1380
351, 3102
352, 1378
353, 1816
354, 2990
355, 1082
356, 2302
357, 2680
358, 986
359, 2730
360, 2240
361, 1114
362, 3022
363, 1746
364, 1438
365, 3098
366, 1326
367, 1888
368, 2956
369, 1054
370, 2368
371, 2622
372, 984
373, 2784
374, 2168
375, 1148
376, 3046
377, 1684
378, 1498
379, 3092
380, 1274
381, 1960
382, 2918
383, 1030
384, 2434
385, 2558
386, 1000
387, 2834
388, 2094
389, 1188
390, 3066
391, 1616
392, 1548
393, 3080
394, 1230
395, 2026
396, 2880
397, 1014
398, 2504
399, 2494
400, 1014
401, 2882
402, 2022
403, 1234
404, 3082
405, 1550
406, 1622
407, 3064
408, 1184
409, 2098
410, 2836
411, 998
412, 2564
413, 2434
414, 1032
415, 2920
416, 1950
417, 1280
418, 3094
419, 1488
420, 1688
421, 3042
422, 1146
423, 2170
424, 2780
425, 990
426, 2624
427, 2366
428, 1056
429, 2958
430, 1884
431, 1326
432, 3100
433, 1428
434, 1758
435, 3016
436, 1110
437, 2242
438, 2728
439, 984
440, 2684
441, 2296
442, 1084
443, 2994
444, 1810
445, 1384
446, 3102
447, 1374
448, 1822
449, 2988
450, 1078
451, 2306
452, 2674
453, 986
454, 2740
455, 2224
456, 1118
457, 3022
458, 1740
459, 1442
460, 3098
461, 1320
462, 1894
463, 2954
464, 1052
465, 2376
466, 2616
467, 990
468, 2790
469, 2160
470, 1156
471, 3048
472, 1670
473, 1502
474, 3090
475, 1270
476, 1968
477, 2914
478, 1030
479, 2444
480, 2556
481, 1002
482, 2840
483, 2082
484, 1196
485, 3068
486, 1608
487, 1564
488, 3078
489, 1222
490, 2036
491, 2872
492, 1006
493, 2508
494, 2490
495, 1014
496, 2884
497, 2018
498, 1240
499, 3084
500, 1542
501, 1630
502, 3066
503, 1178
504, 2108
505, 2826
506, 998
507, 2572
508, 2424
509, 1034
510, 2926
511, 1944
512, 1284
513, 3094
514, 1484
515, 1698
516, 3040
517, 1140
518, 2182
519, 2774
520, 988
521, 2634
522, 2356
523, 1060
524, 2964
525, 1872
526, 1336
527, 3100
528, 1424
529, 1760
530, 3014
531, 1104
532, 2252
533, 2720
534, 986
535, 2690
536, 2290
537, 1088
538, 2998
539, 1800
540, 1390
541, 3102
542, 1368
543, 1832
544, 2986
545, 1074
546, 2316
547, 2666
548, 986
549, 2744
550, 2220
551, 1122
552, 3028
553, 1730
554, 1452
555, 3098
556, 1312
557, 1906
558, 2946
559, 1046
560, 2386
561, 2606
562, 992
563, 2796
564, 2148
565, 1156
566, 3050
567, 1668
568, 1506
569, 3088
570, 1262
571, 1978
572, 2908
573, 1024
574, 2454
575, 2544
576, 1002
577, 2846
578, 2076
579, 1198
580, 3070
581, 1600
582, 1570
583, 3076
584, 1214
585, 2048
586, 2866
587, 1008
588, 2518
589, 2480
590, 1018
591, 2892
592, 2006
593, 1242
594, 3086
595, 1536
596, 1636
597, 3060
598, 1172
599, 2120
600, 2818
601, 996
602, 2580
603, 2414
604, 1038
605, 2932
606, 1934
607, 1290
608, 3094
609, 1476
610, 1708
611, 3036
612, 1134
613, 2188
614, 2766
615, 988
616, 2640
617, 2348
618, 1062
619, 2966
620, 1864
621, 1342
622, 3100
623, 1418
624, 1774
625, 3010
626, 1100
627, 2260
628, 2712
629, 984
630, 2698
631, 2278
632, 1092
633, 3002
634, 1792
635, 1398
636, 3102
637, 1360
638, 1838
639, 2980
640, 1070
641, 2328
642, 2656
643, 986
644, 2752
645, 2206
646, 1130
647, 3030
648, 1724
649, 1456
650, 3098
651, 1306
652, 1912
653, 2944
654, 1046
655, 2392
656, 2600
657, 994
658, 2806
659, 2136
660, 1164
661, 3054
662, 1654
663, 1518
664, 3086
665, 1256
666, 1984
667, 2904
668, 1024
669, 2458
670, 2538
671, 1004
672, 2850
673, 2070
674, 1206
675, 3072
676, 1590
677, 1582
678, 3074
679, 1212
680, 2054
681, 2860
682, 1006
683, 2524
684, 2474
685, 1020
686, 2896
687, 2000
688, 1248
689, 3088
690, 1526
691, 1648
692, 3058
693, 1168
694, 2122
695, 2810
696, 994
697, 2588
698, 2408
699, 1040
700, 2936
701, 1926
702, 1298
703, 3096
704, 1470
705, 1710
706, 3032
707, 1130
708, 2200
709, 2760
710, 986
711, 2648
712, 2338
713, 1066
714, 2974
715, 1854
716, 1348
717, 3102
718, 1412
719, 1780
720, 3008
721, 1098
722, 2264
723, 2704
724, 984
725, 2706
726, 2268
727, 1096
728, 3004
729, 1782
730, 1406
731, 3102
732, 1354
733, 1848
734, 2976
735, 1068
736, 2334
737, 2652
738, 986
739, 2760
740, 2198
741, 1132
742, 3032
743, 1714
744, 1464
745, 3098
746, 1302
747, 1920
748, 2942
749, 1042
750, 2402
751, 2588
752, 994
753, 2812
754, 2128
755, 1168
756, 3056
757, 1646
758, 1526
759, 3086
760, 1252
761, 1992
762, 2900
763, 1022
764, 2468
765, 2532
766, 1006
767, 2860
768, 2056
769, 1212
770, 3074
771, 1582
772, 1588
773, 3072
774, 1206
775, 2064
776, 2856
777, 1004
778, 2532
779, 2466
780, 1022
781, 2900
782, 1990
783, 1252
784, 3088
785, 1518
786, 1656
787, 3054
788, 1164
789, 2136
790, 2804
791, 994
792, 2596
793, 2398
794, 1042
795, 2940
796, 1920
797, 1302
798, 3096
799, 1456
800, 1724
801, 3030
802, 1126
803, 2208
804, 2752
805, 986
806, 2656
807, 2330
808, 1070
809, 2976
810, 1842
811, 1356
812, 3102
813, 1402
814, 1786
815, 3004
816, 1092
817, 2280
818, 2698
819, 986
820, 2714
821, 2258
822, 1100
823, 3010
824, 1774
825, 1412
826, 3100
827, 1346
828, 1858
829, 2970
830, 1062
831, 2342
832, 2646
833, 988
834, 2762
835, 2188
836, 1136
837, 3036
838, 1704
839, 1474
840, 3094
841, 1292
842, 1934
843, 2932
844, 1038
845, 2412
846, 2582
847, 996
848, 2818
849, 2120
850, 1172
851, 3058
852, 1642
853, 1530
854, 3086
855, 1244
856, 2004
857, 2892
858, 1018
859, 2480
860, 2520
861, 1008
862, 2864
863, 2048
864, 1214
865, 3076
866, 1576
867, 1594
868, 3072
869, 1202
870, 2070
871, 2846
872, 1004
873, 2544
874, 2454
875, 1026
876, 2906
877, 1978
878, 1262
879, 3090
880, 1512
881, 1660
882, 3052
883, 1160
884, 2142
885, 2800
886, 992
887, 2600
888, 2392
889, 1046
890, 2946
891, 1910
892, 1308
893, 3098
894, 1450
895, 1732
896, 3026
897, 1122
898, 2220
899, 2748
900, 986
901, 2662
902, 2322
903, 1072
904, 2980
905, 1838
906, 1362
907, 3100
908, 1392
909, 1800
910, 2998
911, 1088
912, 2286
913, 2692
914, 984
915, 2718
916, 2254
917, 1102
918, 3016
919, 1768
920, 1418
921, 3100
922, 1336
923, 1870
924, 2966
925, 1060
926, 2354
927, 2634
928, 988
929, 2772
930, 2184
931, 1138
932, 3038
933, 1700
934, 1476
935, 3094
936, 1286
937, 1942
938, 2932
939, 1036
940, 2420
941, 2576
942, 996
943, 2822
944, 2112
945, 1176
946, 3060
947, 1634
948, 1538
949, 3082
950, 1238
951, 2014
952, 2890
953, 1016
954, 2486
955, 2512
956, 1010
957, 2868
958, 2042
959, 1220
960, 3078
961, 1570
962, 1608
963, 3066
964, 1194
965, 2084
966, 2844
967, 1002
968, 2550
969, 2448
970, 1028
971, 2912
972, 1974
973, 1266
974, 3090
975, 1506
976, 1668
977, 3050
978, 1152
979, 2156
980, 2792
981, 990
982, 2612
983, 2378
984, 1054
985, 2952
986, 1898
987, 1318
988, 3098
989, 1444
990, 1738
991, 3024
992, 1120
993, 2220
994, 2744
995, 986
996, 2672
997, 2310
998, 1078
999, 2986
