# Frequenz: 3250 Hz
# Abtastrate: 7000 Samples/s
# Abtastpunkt, Wert
664, 1918
665, 2394
666, 1482
667, 2784
668, 1156
669, 3034
670, 996
671, 3098
672, 1032
673, 2962
674, 1260
675, 2660
676, 1626
677, 2238
678, 2080
679, 1780
680, 2522
681, 1370
682, 2880
683, 1086
684, 3074
685, 984
686, 3080
687, 1078
688, 2890
689, 1354
690, 2540
691, 1760
692, 2096
693, 2220
694, 1652
695, 2638
696, 1272
697, 2954
698, 1038
699, 3096
700, 994
701, 3042
702, 1150
703, 2796
704, 1468
705, 2410
706, 1900
707, 1966
708, 2348
709, 1526
710, 2748
711, 1182
712, 3016
713, 1004
714, 3100
715, 1018
716, 2990
717, 1228
718, 2692
719, 1588
720, 2278
721, 2028
722, 1828
723, 2476
724, 1410
725, 2846
726, 1110
727, 3062
728, 988
729, 3086
730, 1062
731, 2914
732, 1322
733, 2584
734, 1710
735, 2148
736, 2168
737, 1690
738, 2602
739, 1302
740, 2932
741, 1052
742, 3090
743, 988
744, 3058
745, 1120
746, 2832
747, 1426
748, 2456
749, 1848
750, 2006
751, 2308
752, 1560
753, 2710
754, 1214
755, 2996
756, 1014
757, 3102
758, 1006
759, 3008
760, 1198
761, 2730
762, 1544
763, 2326
764, 1990
765, 1866
766, 2440
767, 1448
768, 2812
769, 1134
770, 3046
771, 990
772, 3092
773, 1046
774, 2942
775, 1288
776, 2616
777, 1666
778, 2196
779, 2120
780, 1738
781, 2560
782, 1336
783, 2902
784, 1070
785, 3084
786, 986
787, 3066
788, 1102
789, 2864
790, 1386
791, 2504
792, 1798
793, 2056
794, 2260
795, 1606
796, 2676
797, 1240
798, 2978
799, 1024
800, 3100
801, 1000
802, 3026
803, 1168
804, 2768
805, 1500
806, 2374
807, 1938
808, 1918
809, 2392
810, 1486
811, 2784
812, 1156
813, 3034
814, 996
815, 3098
816, 1028
817, 2966
818, 1254
819, 2658
820, 1626
821, 2238
822, 2080
823, 1778
824, 2514
825, 1376
826, 2874
827, 1090
828, 3068
829, 984
830, 3080
831, 1078
832, 2890
833, 1354
834, 2542
835, 1758
836, 2100
837, 2216
838, 1648
839, 2640
840, 1276
841, 2952
842, 1038
843, 3096
844, 992
845, 3042
846, 1144
847, 2800
848, 1466
849, 2414
850, 1896
851, 1970
852, 2346
853, 1526
854, 2742
855, 1186
856, 3016
857, 1004
858, 3102
859, 1018
860, 2990
861, 1224
862, 2694
863, 1586
864, 2290
865, 2024
866, 1830
867, 2474
868, 1412
869, 2844
870, 1112
871, 3060
872, 986
873, 3086
874, 1062
875, 2918
876, 1320
877, 2580
878, 1708
879, 2154
880, 2164
881, 1696
882, 2598
883, 1304
884, 2928
885, 1054
886, 3090
887, 986
888, 3056
889, 1122
890, 2836
891, 1420
892, 2464
893, 1840
894, 2016
895, 2300
896, 1568
897, 2710
898, 1214
899, 2996
900, 1014
901, 3102
902, 1008
903, 3008
904, 1198
905, 2736
906, 1538
907, 2334
908, 1980
909, 1874
910, 2432
911, 1450
912, 2812
913, 1134
914, 3048
915, 990
916, 3094
917, 1044
918, 2942
919, 1280
920, 2626
921, 1662
922, 2200
923, 2118
924, 1740
925, 2558
926, 1338
927, 2902
928, 1070
929, 3082
930, 986
931, 3070
932, 1096
933, 2866
934, 1384
935, 2504
936, 1798
937, 2058
938, 2258
939, 1606
940, 2676
941, 1246
942, 2972
943, 1026
944, 3100
945, 998
946, 3026
947, 1168
948, 2768
949, 1502
950, 2372
951, 1940
952, 1928
953, 2384
954, 1490
955, 2776
956, 1162
957, 3032
958, 998
959, 3098
960, 1030
961, 2966
962, 1254
963, 2658
964, 1618
965, 2246
966, 2070
967, 1788
968, 2512
969, 1376
970, 2872
971, 1092
972, 3072
973, 986
974, 3080
975, 1078
976, 2892
977, 1352
978, 2544
979, 1748
980, 2110
981, 2208
982, 1654
983, 2636
984, 1274
985, 2952
986, 1038
987, 3096
988, 992
989, 3044
990, 1142
991, 2802
992, 1460
993, 2420
994, 1888
995, 1968
996, 2346
997, 1526
998, 2748
999, 1188
