# Frequenz: 5500 Hz
# Abtastrate: 7000 Samples/s
# Abtastpunkt, Wert
228, 1078
229, 2228
230, 3098
231, 2346
232, 1132
233, 1316
234, 2622
235, 3038
236, 1926
237, 994
238, 1662
239, 2914
240, 2828
241, 1534
242, 1024
243, 2080
244, 3080
245, 2482
246, 1220
247, 1208
248, 2480
249, 3080
250, 2086
251, 1026
252, 1530
253, 2824
254, 2918
255, 1668
256, 996
257, 1920
258, 3036
259, 2626
260, 1322
261, 1124
262, 2340
263, 3098
264, 2236
265, 1076
266, 1392
267, 2702
268, 3000
269, 1824
270, 986
271, 1772
272, 2974
273, 2744
274, 1438
275, 1054
276, 2180
277, 3094
278, 2392
279, 1152
280, 1282
281, 2578
282, 3054
283, 1974
284, 1004
285, 1616
286, 2886
287, 2860
288, 1578
289, 1012
290, 2028
291, 3070
292, 2528
293, 1252
294, 1180
295, 2434
296, 3088
297, 2134
298, 1042
299, 1486
300, 2788
301, 2952
302, 1726
303, 990
304, 1872
305, 3018
306, 2664
307, 1354
308, 1104
309, 2280
310, 3100
311, 2294
312, 1102
313, 1356
314, 2666
315, 3018
316, 1870
317, 988
318, 1712
319, 2944
320, 2788
321, 1488
322, 1040
323, 2136
324, 3090
325, 2434
326, 1178
327, 1242
328, 2528
329, 3070
330, 2032
331, 1012
332, 1582
333, 2858
334, 2886
335, 1618
336, 1002
337, 1970
338, 3052
339, 2584
340, 1284
341, 1152
342, 2388
343, 3096
344, 2184
345, 1058
346, 1444
347, 2752
348, 2978
349, 1778
350, 986
351, 1818
352, 2998
353, 2706
354, 1398
355, 1078
356, 2244
357, 3098
358, 2346
359, 1130
360, 1314
361, 2620
362, 3038
363, 1928
364, 994
365, 1672
366, 2922
367, 2820
368, 1526
369, 1026
370, 2074
371, 3078
372, 2492
373, 1216
374, 1212
375, 2484
376, 3080
377, 2080
378, 1026
379, 1532
380, 2824
381, 2916
382, 1666
383, 994
384, 1920
385, 3036
386, 2620
387, 1320
388, 1126
389, 2340
390, 3100
391, 2236
392, 1078
393, 1402
394, 2712
395, 3000
396, 1828
397, 986
398, 1768
399, 2972
400, 2746
401, 1438
402, 1060
403, 2190
404, 3096
405, 2382
406, 1156
407, 1278
408, 2574
409, 3056
410, 1982
411, 1002
412, 1622
413, 2890
414, 2856
415, 1572
416, 1014
417, 2038
418, 3066
419, 2538
420, 1250
421, 1180
422, 2436
423, 3088
424, 2134
425, 1040
426, 1490
427, 2788
428, 2946
429, 1728
430, 988
431, 1870
432, 3018
433, 2664
434, 1358
435, 1102
436, 2292
437, 3100
438, 2282
439, 1104
440, 1354
441, 2664
442, 3018
443, 1872
444, 988
445, 1722
446, 2950
447, 2782
448, 1478
449, 1044
450, 2130
451, 3088
452, 2434
453, 1182
454, 1248
455, 2534
456, 3068
457, 2024
458, 1014
459, 1572
460, 2858
461, 2890
462, 1622
463, 1002
464, 1984
465, 3056
466, 2574
467, 1286
468, 1150
469, 2386
470, 3094
471, 2186
472, 1058
473, 1444
474, 2750
475, 2970
476, 1764
477, 986
478, 1818
479, 2996
480, 2710
481, 1398
482, 1078
483, 2240
484, 3100
485, 2332
486, 1122
487, 1314
488, 2622
489, 3038
490, 1926
491, 994
492, 1676
493, 2924
494, 2818
495, 1534
496, 1024
497, 2080
498, 3080
499, 2484
500, 1210
501, 1216
502, 2492
503, 3078
504, 2088
505, 1026
506, 1528
507, 2822
508, 2920
509, 1670
510, 996
511, 1932
512, 3040
513, 2616
514, 1322
515, 1124
516, 2338
517, 3098
518, 2238
519, 1078
520, 1402
521, 2710
522, 2994
523, 1814
524, 986
525, 1768
526, 2974
527, 2746
528, 1438
529, 1060
530, 2192
531, 3096
532, 2380
533, 1154
534, 1280
535, 2576
536, 3054
537, 1976
538, 1002
539, 1626
540, 2894
541, 2852
542, 1582
543, 1012
544, 2030
545, 3068
546, 2532
547, 1244
548, 1184
549, 2444
550, 3088
551, 2138
552, 1044
553, 1484
554, 2786
555, 2946
556, 1716
557, 990
558, 1868
559, 3018
560, 2668
561, 1358
562, 1102
563, 2292
564, 3100
565, 2284
566, 1098
567, 1366
568, 2662
569, 3018
570, 1878
571, 990
572, 1722
573, 2948
574, 2782
575, 1478
576, 1042
577, 2144
578, 3088
579, 2440
580, 1184
581, 1246
582, 2534
583, 3068
584, 2028
585, 1010
586, 1582
587, 2862
588, 2884
589, 1626
590, 1002
591, 1978
592, 3054
593, 2576
594, 1280
595, 1156
596, 2396
597, 3096
598, 2190
599, 1058
600, 1442
601, 2750
602, 2972
603, 1764
604, 988
605, 1818
606, 2996
607, 2706
608, 1398
609, 1080
610, 2244
611, 3098
612, 2330
613, 1128
614, 1318
615, 2622
616, 3038
617, 1922
618, 996
619, 1678
620, 2924
621, 2826
622, 1532
623, 1024
624, 2084
625, 3080
626, 2482
627, 1208
628, 1220
629, 2482
630, 3080
631, 2084
632, 1024
633, 1530
634, 2826
635, 2916
636, 1666
637, 996
638, 1936
639, 3040
640, 2626
641, 1320
642, 1126
643, 2338
644, 3098
645, 2236
646, 1076
647, 1402
648, 2712
649, 2994
650, 1812
651, 986
652, 1770
653, 2974
654, 2746
655, 1438
656, 1060
657, 2192
658, 3096
659, 2380
660, 1148
661, 1278
662, 2578
663, 3054
664, 1978
665, 1002
666, 1628
667, 2892
668, 2852
669, 1566
670, 1012
671, 2028
672, 3070
673, 2530
674, 1244
675, 1184
676, 2444
677, 3088
678, 2124
679, 1040
680, 1484
681, 2784
682, 2946
683, 1716
684, 990
685, 1882
686, 3022
687, 2656
688, 1360
689, 1100
690, 2288
691, 3100
692, 2286
693, 1098
694, 1364
695, 2672
696, 3014
697, 1878
698, 990
699, 1722
700, 2948
701, 2782
702, 1480
703, 1042
704, 2142
705, 3090
706, 2428
707, 1184
708, 1246
709, 2532
710, 3072
711, 2028
712, 1012
713, 1582
714, 2860
715, 2884
716, 1614
717, 1002
718, 1976
719, 3054
720, 2576
721, 1280
722, 1156
723, 2394
724, 3094
725, 2176
726, 1054
727, 1438
728, 2744
729, 2974
730, 1770
731, 986
732, 1826
733, 2998
734, 2700
735, 1392
736, 1082
737, 2248
738, 3098
739, 2340
740, 1126
741, 1318
742, 2624
743, 3036
744, 1922
745, 992
746, 1678
747, 2924
748, 2816
749, 1518
750, 1024
751, 2082
752, 3080
753, 2484
754, 1210
755, 1218
756, 2494
757, 3078
758, 2070
759, 1026
760, 1530
761, 2824
762, 2918
763, 1668
764, 996
765, 1934
766, 3042
767, 2612
768, 1320
769, 1126
770, 2336
771, 3098
772, 2232
773, 1076
774, 1406
775, 2716
776, 2992
777, 1824
778, 986
779, 1772
780, 2974
781, 2744
782, 1436
783, 1060
784, 2196
785, 3096
786, 2378
787, 1154
788, 1282
789, 2578
790, 3054
791, 1974
792, 1002
793, 1630
794, 2894
795, 2850
796, 1566
797, 1014
798, 2030
799, 3068
800, 2528
801, 1244
802, 1184
803, 2444
804, 3088
805, 2126
806, 1038
807, 1494
808, 2794
809, 2942
810, 1722
811, 990
812, 1874
813, 3020
814, 2662
815, 1354
816, 1102
817, 2296
818, 3102
819, 2278
820, 1096
821, 1356
822, 2664
823, 3018
824, 1874
825, 990
826, 1726
827, 2952
828, 2780
829, 1476
830, 1044
831, 2146
832, 3088
833, 2438
834, 1180
835, 1248
836, 2536
837, 3066
838, 2024
839, 1010
840, 1586
841, 2866
842, 2890
843, 1620
844, 1004
845, 1984
846, 3058
847, 2570
848, 1274
849, 1152
850, 2390
851, 3096
852, 2182
853, 1056
854, 1442
855, 2754
856, 2968
857, 1770
858, 990
859, 1826
860, 3000
861, 2700
862, 1392
863, 1084
864, 2236
865, 3100
866, 2338
867, 1124
868, 1322
869, 2626
870, 3034
871, 1918
872, 994
873, 1682
874, 2928
875, 2822
876, 1528
877, 1026
878, 2088
879, 3082
880, 2478
881, 1206
882, 1222
883, 2486
884, 3080
885, 2078
886, 1022
887, 1536
888, 2830
889, 2912
890, 1670
891, 994
892, 1934
893, 3038
894, 2618
895, 1312
896, 1132
897, 2352
898, 3098
899, 2238
900, 1078
901, 1400
902, 2710
903, 2994
904, 1814
905, 986
906, 1782
907, 2978
908, 2736
909, 1430
910, 1060
911, 2188
912, 3096
913, 2384
914, 1150
915, 1286
916, 2586
917, 3052
918, 1968
919, 1000
920, 1622
921, 2888
922, 2858
923, 1574
924, 1016
925, 2036
926, 3070
927, 2524
928, 1242
929, 1188
930, 2450
931, 3088
932, 2134
933, 1040
934, 1484
935, 2788
936, 2946
937, 1712
938, 988
939, 1884
940, 3024
941, 2654
942, 1358
943, 1102
944, 2290
945, 3100
946, 2284
947, 1098
948, 1364
949, 2672
950, 3014
951, 1860
952, 988
953, 1722
954, 2950
955, 2782
956, 1478
957, 1042
958, 2142
959, 3090
960, 2426
961, 1174
962, 1256
963, 2546
964, 3070
965, 2030
966, 1012
967, 1578
968, 2860
969, 2886
970, 1616
971, 1004
972, 1990
973, 3058
974, 2568
975, 1272
976, 1160
977, 2388
978, 3096
979, 2184
980, 1060
981, 1444
982, 2752
983, 2970
984, 1762
985, 986
986, 1834
987, 3004
988, 2706
989, 1398
990, 1080
991, 2242
992, 3098
993, 2332
994, 1120
995, 1326
996, 2632
997, 3032
998, 1926
999, 994
